,ID,Owner,Country.of.Origin,Company,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
71,72,great lakes coffee uganda,Uganda,great lakes coffee,Chesiyo Farmer group,150,60 kg,Uganda Coffee Development Authority,2013,"June 26th, 2014",Great Lakes Coffee Uganda,SL14,Washed / Wet,8.08,8,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8,85.42,0.12,0,0,Green,5.0,"June 26th, 2015",Uganda Coffee Development Authority,m,1950.0,1950.0,1950.0
72,73,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,8,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,85.42,0,4,0,,6.0,"April 6th, 2013",Specialty Coffee Association,ft,,,
73,74,nucoffee,Brazil,nucoffee,JosÃ© Vagner Ribeiro Junqueira,5,60 kg,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Bourbon,Semi-washed / Semi-pulped,8,8,8,7.67,7.75,8.0,10.0,10.0,10.0,8,85.42,0.11,0,0,Blue-Green,1.0,"December 2nd, 2012",NUCOFFEE,m,1250.0,1250.0,1250.0
74,75,grounds for health admin,El Salvador,,J. Hill y Cia SA de CV,2,"1 kg,lbs",Specialty Coffee Association,2009 / 2010,"May 31st, 2010",Grounds for Health Admin,,,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,85.42,0.01,0,0,,0.0,"May 31st, 2011",Specialty Coffee Association,m,1400.0,1400.0,1400.0
75,76,yunnan coffee exchange,China,yunnan coffee exchange,Pu'er City Longke Coffee Co.Ltd,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Natural / Dry,8,8,8,7.83,7.83,7.75,10.0,10.0,10.0,7.92,85.33,0.1,0,0,Green,0.0,"April 6th, 2017",Yunnan Coffee Exchange,m,1700.0,1700.0,1700.0
76,77,essencecoffee,Guatemala,essence coffee,Arturo Aguirre,36,30 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Pacamara,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,85.33,0.11,0,0,Green,1.0,"May 22nd, 2016",Blossom Valley International,m,1770.0,1770.0,1770.0
77,78,the coffee source inc.,Costa Rica,the coffee source inc.,Cafe Altura de San Ramon,250,3 lbs,Specialty Coffee Association,2014,"May 1st, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.92,8.08,8,7.92,8.0,8.08,10.0,10.0,9.33,8,85.33,0,0,0,Bluish-Green,0.0,"May 1st, 2015",Specialty Coffee Association,m,1300.0,1300.0,1300.0
78,79,the coffee source inc.,Costa Rica,the coffee source inc.,SEVERAL,250,3 lbs,Specialty Coffee Association,2014,"May 1st, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,8,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,0.1,0,0,Bluish-Green,2.0,"May 1st, 2015",Specialty Coffee Association,m,1300.0,1300.0,1300.0
79,80,rashid moledina & co. (msa) ltd.,Kenya,rashid moledina & co. (msa) ltd,Kianjogu - Rutuma F.C.S. Ltd.,20,60 kg,Kenya Coffee Traders Association,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,0,0,0,Green,2.0,"April 19th, 2014",Kenya Coffee Traders Association,m,1600.0,1600.0,1600.0
80,81,ibero kenya limited,Kenya,ibero kenya limited,Blend from various Producers,300,60 kg,Kenya Coffee Traders Association,2012,"March 12th, 2013",Ibero Kenya Limited,SL34,Washed / Wet,8,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,0,0,0,Green,6.0,"March 12th, 2014",Kenya Coffee Traders Association,m,1200.0,1200.0,1200.0
81,82,ethiopia commodity exchange,Ethiopia,,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",360,6 kg,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,85.33,0.05,0,0,,2.0,"June 17th, 2011",Ethiopia Commodity Exchange,m,,,
82,83,ethiopia commodity exchange,Ethiopia,,Contact name | Hailu Gebre Hiwot,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,Typica,,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8,85.33,0.1,0,0,,3.0,"June 17th, 2011",Ethiopia Commodity Exchange,m,,,
83,84,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",MARGARITA AVILA DE NUYENS,250,69 kg,Asociacion Nacional Del CafÃ©,2016,"April 27th, 2016",Juan Luis Alvarado Romero,Bourbon,,8,7.92,7.75,8,7.92,7.83,10.0,10.0,10.0,7.83,85.25,0.1,0,2,Green,2.0,"April 27th, 2017",Asociacion Nacional Del CafÃ©,m,,,
84,85,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,varios,275,70 kg,AlmacafÃ©,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8.17,7.92,7.83,8,7.58,7.83,10.0,10.0,10.0,7.92,85.25,0.11,0,0,Green,0.0,"April 7th, 2016",AlmacafÃ©,m,1550.0,1550.0,1550.0
85,86,compaÃ±ia colombiana agroindustrial s.a,Colombia,ecom cca sa,,250,70 kg,AlmacafÃ©,2014,"January 17th, 2014",CompaÃ±ia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,0.12,0,0,Green,2.0,"January 17th, 2015",AlmacafÃ©,m,1550.0,1550.0,1550.0
86,87,"nomura trading co., ltd.",Indonesia,"nomura trading co., ltd.",,54,60 kg,Specialty Coffee Association,2012,"November 26th, 2012","Nomura Trading Co., Ltd.",Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8,8.08,7.83,10.0,10.0,10.0,8,85.17,0.11,0,0,Green,3.0,"November 26th, 2013",Specialty Coffee Association,m,1250.0,1400.0,1325.0
87,88,the coffee source inc.,Guatemala,the coffee source inc.,Coop. Hoja Blanca - Fedecocagua,250,1 kg,Specialty Coffee Association,2012,"January 18th, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,8.25,8,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,85.17,0,0,0,,7.0,"January 17th, 2013",Specialty Coffee Association,m,1400.0,1400.0,1400.0
88,89,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,SEID DAMTEW COFFEE PLANATION,320,19200 kg,METAD Agricultural Development plc,2016,"August 9th, 2016",SEID DAMTEW COFFEE PLANATAION,Other,Natural / Dry,7.75,8,7.58,8,8.0,7.92,10.0,10.0,10.0,7.83,85.08,0.11,0,1,Green,8.0,"August 9th, 2017",METAD Agricultural Development plc,m,,,
89,90,carcafe ltda ci,Colombia,carcafe ltda,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70 kg,AlmacafÃ©,2015,"August 18th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,85.08,0,0,0,,0.0,"August 17th, 2016",AlmacafÃ©,m,2560.0,2560.0,2560.0
90,91,steven kil,Ethiopia,the specialty coffee appraisers institute of asia,BNT,100,60 kg,Specialty Coffee Association,2014,"October 7th, 2014",Steven Kil,,Natural / Dry,8.42,8,7.42,8,7.92,7.92,9.33,10.0,10.0,8.08,85.08,0.1,2,0,Green,7.0,"October 7th, 2015",Specialty Coffee Association,m,1700.0,1700.0,1700.0
91,92,eileen koyanagi,United States (Hawaii),kona pacific farmers cooperative,,12,100 lbs,Specialty Coffee Association,2014,"March 10th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,85.08,0.11,2,0,Bluish-Green,2.0,"March 10th, 2015",Specialty Coffee Association,ft,,,
92,93,carcafe ltda ci,Colombia,carcafe ltda,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,70 kg,AlmacafÃ©,2012,"March 16th, 2012",CARCAFE LTDA CI,Caturra,Natural / Dry,7.83,8,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,85.08,0.11,0,0,Green,8.0,"March 16th, 2013",AlmacafÃ©,m,2136.0,2136.0,2136.0
93,94,kona pacific farmers cooperative,United States (Hawaii),,Kona Pacific Farmers Cooperative,13,100 lbs,Specialty Coffee Association,2010-2011,"December 27th, 2010",Kona Pacific Farmers Cooperative,,,8.08,8.17,7.92,8,8.08,8.0,9.33,9.33,10.0,8.17,85.08,0.01,1,0,,7.0,"December 27th, 2011",Specialty Coffee Association,ft,,,
94,95,ethiopia commodity exchange,Ethiopia,,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.67,8,7.83,8,7.92,7.83,10.0,10.0,10.0,7.83,85.08,0,0,0,,5.0,"June 17th, 2011",Ethiopia Commodity Exchange,m,,,
95,96,kona pacific farmers cooperative,United States (Hawaii),,,27,0 lbs,Specialty Coffee Association,,"May 17th, 2010",Kona Pacific Farmers Cooperative,,,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,85.08,0,0,0,,0.0,"May 17th, 2011",Specialty Coffee Association,ft,,,
96,97,kyagalanyi coffee ltd,Uganda,kyagalanyi coffee ltd,Kyagalanyi Coffee Ltd,200,60 kg,Uganda Coffee Development Authority,2016,"July 24th, 2017",Kyagalanyi Coffee Ltd,SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8,85,0.11,0,0,Green,1.0,"July 24th, 2018",Uganda Coffee Development Authority,m,1800.0,1800.0,1800.0
97,98,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,La Plata,135,70 kg,AlmacafÃ©,2016,"February 15th, 2017",Racafe & Cia S.C.A,Caturra,Washed / Wet,8,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85,0,0,0,Green,3.0,"February 15th, 2018",AlmacafÃ©,m,,,
98,99,troy quimby,Costa Rica,bold coast coffee,Manuel Montero,36,46 kg,Specialty Coffee Association,2016,"January 30th, 2017",Troy Quimby,Catuai,Washed / Wet,7.83,8,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85,0.12,1,1,Green,1.0,"January 30th, 2018",Specialty Coffee Association,m,1900.0,1900.0,1900.0
99,100,"el equimite, cafetal biodinÃ¡mico",Mexico,"cafetal el equimite, rancho agroecolÃ³gico, s.p.r. de r.l.",Varios productores minifundistas,1,30 kg,Centro AgroecolÃ³gico del CafÃ© A.C.,2015,"September 21st, 2016","El Equimite, Cafetal BiodinÃ¡mico",Typica,Washed / Wet,7.83,8,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85,0.09,0,0,Green,3.0,"September 21st, 2017",Centro AgroecolÃ³gico del CafÃ© A.C.,m,1300.0,1300.0,1300.0
100,101,simon mahinda,Kenya,c dorman ltd,,170,60 kg,Kenya Coffee Traders Association,2015,"May 7th, 2016",SIMON MAHINDA,,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85,0.11,0,5,Green,7.0,"May 7th, 2017",Kenya Coffee Traders Association,m,1.0,1.0,1.0
101,102,rashid moledina & co. (msa) ltd.,Kenya,rashid moledina & co. (msa) ltd,,38,60 kg,Kenya Coffee Traders Association,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85,0,0,0,Green,5.0,"April 19th, 2014",Kenya Coffee Traders Association,m,1580.0,1580.0,1580.0
102,103,nucoffee,Brazil,nucoffee,Idalina M. De Andrade Ferreira,31,60 kg,NUCOFFEE,2012,"February 29th, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,8,8,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8,85,0.12,0,0,Green,3.0,"February 28th, 2013",NUCOFFEE,m,1100.0,1100.0,1100.0
103,104,young kim,Mexico,,Finca Kassandra,1,1 kg,Specialty Coffee Association,2010-2011,"April 6th, 2011",Young Kim,Pacamara,,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,85,0,0,0,,0.0,"April 5th, 2012",Specialty Coffee Association,m,1400.0,1400.0,1400.0
104,105,kona pacific farmers cooperative,United States (Hawaii),,,15,100 lbs,Specialty Coffee Association,,"February 24th, 2011",Kona Pacific Farmers Cooperative,,,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,85,0,0,0,,1.0,"February 24th, 2012",Specialty Coffee Association,ft,,,
105,106,carl walker,Guatemala,,Federico Weller,275,69 kg,Specialty Coffee Association,2009/2010,"September 7th, 2010",Carl Walker,,,7.83,8.08,7.67,8,7.75,7.67,10.0,10.0,10.0,8,85,0.04,0,0,,1.0,"September 7th, 2011",Specialty Coffee Association,ft,1066.8,1584.96,1325.88
106,107,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,La Plata,243,70 kg,AlmacafÃ©,2016,"November 25th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0,1,6,,2.0,"November 25th, 2017",AlmacafÃ©,m,,,
107,108,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,La Plata,252,70 kg,AlmacafÃ©,2015,"October 26th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,0.12,0,0,Green,1.0,"October 25th, 2016",AlmacafÃ©,m,1600.0,1950.0,1775.0
108,109,"lin, che-hao krude ???",Taiwan,taiwan coffee laboratory,SU CHUEN SHIAN ???,20,40 kg,Specialty Coffee Association,2015,"June 9th, 2015","Lin, Che-Hao Krude ???",Typica,Semi-washed / Semi-pulped,7.67,7.83,8,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,0,0,Green,0.0,"June 8th, 2016",Specialty Coffee Association,m,800.0,800.0,800.0
109,110,taylor winch (t) ltd,"Tanzania, United Republic Of",taylor winch (t) ltd,Hasambo AMCOS,134,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Taylor Winch (T) Ltd,Other,Washed / Wet,8,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,0,0,Green,2.0,"December 12th, 2015",Africa Fine Coffee Association,m,1620.0,1620.0,1620.0
110,111,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,LA PLATA,50,70 kg,AlmacafÃ©,2012,"December 11th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,0.11,0,0,Green,3.0,"December 11th, 2013",AlmacafÃ©,m,1600.0,1950.0,1775.0
111,112,artemio zapata tejeda,Mexico,,ARTEMIO ZAPATA TEJEDA,25,1 kg,AMECAFE,2012,"July 11th, 2012",ARTEMIO ZAPATA TEJEDA,Typica,Semi-washed / Semi-pulped,7.75,8,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,84.92,0.11,0,0,,0.0,"July 11th, 2013",AMECAFE,m,1200.0,1200.0,1200.0
112,113,nucoffee,Brazil,nucoffee,Glaucio Carneiro Pinto,4,60 kg,NUCOFFEE,2011,"December 23rd, 2011",NUCOFFEE,Bourbon,Natural / Dry,8,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,0.11,0,0,Green,2.0,"December 22nd, 2012",NUCOFFEE,m,1200.0,1200.0,1200.0
113,114,nucoffee,Brazil,nucoffee,Ricardo Luiz Ferreira,10,60 kg,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Natural / Dry,8,8,7.75,8,7.5,7.75,10.0,10.0,10.0,7.92,84.92,0.12,0,0,Green,2.0,"December 2nd, 2012",NUCOFFEE,m,1000.0,1000.0,1000.0
114,115,brian speckman,Kenya,,,320,60 kg,Specialty Coffee Association,2009-2010,"August 26th, 2010",Brian Speckman,,,8,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,84.92,0.06,1,0,,9.0,"August 26th, 2011",Specialty Coffee Association,m,,,
115,116,"lin, che-hao krude ???",Taiwan,taiwan coffee laboratory,Wang Chao Yung ???,10,20 kg,Specialty Coffee Association,2016,"May 18th, 2016","Lin, Che-Hao Krude ???",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8,84.83,0,0,0,Green,0.0,"May 18th, 2017",Specialty Coffee Association,m,350.0,350.0,350.0
116,117,kawacom uganda ltd,Uganda,kawacom uganda ltd,Sipi organic coffee project,1,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",Kawacom Uganda LTD,SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,0,0,Green,1.0,"June 30th, 2015",Uganda Coffee Development Authority,m,1400.0,1900.0,1650.0
117,118,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,14,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,0,3,0,,15.0,"April 6th, 2013",Specialty Coffee Association,ft,,,
118,119,ethiopia commodity exchange,Ethiopia,,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8,84.83,0.1,0,0,,2.0,"June 17th, 2011",Ethiopia Commodity Exchange,m,1500.0,2000.0,1750.0
119,120,philip schluter,Ethiopia,,Sidama Coffee Farmers Coop. Union,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Philip Schluter,,,7.42,7.92,7.92,8,7.83,7.83,10.0,10.0,10.0,7.92,84.83,0.1,0,0,,4.0,"June 17th, 2011",Ethiopia Commodity Exchange,m,1500.0,2000.0,1750.0
120,121,???? koju matsuzawa,Thailand,matsuzawa coffee,Matsuzawa Coffee,50,50 kg,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",???? Koju Matsuzawa,Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8,84.75,0.12,0,0,Green,0.0,"June 27th, 2017",Specialty Coffee Institute of Asia,m,,,
121,122,lydiah mwangi,Kenya,c dorman ltd,KARATINA,150,60 kg,Kenya Coffee Traders Association,2014,"June 2nd, 2015",Lydiah Mwangi,SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,0,0,Green,0.0,"June 1st, 2016",Kenya Coffee Traders Association,m,1800.0,1800.0,1800.0
122,123,cadexsa,Honduras,cadexsa,Omar Acosta,275,1 kg,Instituto HondureÃ±o del CafÃ©,2014,"April 25th, 2014",CADEXSA,Catuai,Washed / Wet,7.83,7.75,8,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,0,0,Green,4.0,"April 25th, 2015",Instituto HondureÃ±o del CafÃ©,m,1450.0,1450.0,1450.0
123,124,the coffee source inc.,El Salvador,,Several producers,250,69 kg,Specialty Coffee Association,2010-2011,"August 23rd, 2011",The Coffee Source Inc.,,,7.75,8,8,8.33,7.67,7.92,10.0,10.0,9.33,7.75,84.75,0.15,0,0,,3.0,"August 22nd, 2012",Specialty Coffee Association,m,1200.0,1200.0,1200.0
124,125,grounds for health admin,Nicaragua,,Juan Alvaro Munguia,2,6,Specialty Coffee Association,2009 - 2010,"May 31st, 2010",Grounds for Health Admin,,,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,84.75,0.18,0,0,,2.0,"May 31st, 2011",Specialty Coffee Association,m,800.0,1050.0,925.0
125,126,consejo salvadoreÃ±o del cafÃ©,El Salvador,cafetalera del pacifico,J.J. Borja Nathan,150,69 kg,Salvadoran Coffee Council,2016,"June 26th, 2017",Consejo SalvadoreÃ±o del CafÃ©,Bourbon,Washed / Wet,7.83,7.83,7.5,8,7.83,7.67,10.0,10.0,10.0,8,84.67,0,0,0,Blue-Green,2.0,"June 26th, 2018",Salvadoran Coffee Council,m,1350.0,1350.0,1350.0
126,127,sanjava coffee,Indonesia,pt. shriya artha nusantara,PT. Shriya Artha Nusantara,2,1 kg,Specialty Coffee Association of Indonesia,2016,"November 24th, 2016",SanJava Coffee,Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0,Green,7.0,"November 24th, 2017",Specialty Coffee Association of Indonesia,m,1200.0,1200.0,1200.0
127,128,???? koju matsuzawa,Japan,matsuzawa coffee,Taijiro TOKUDA,20,1 kg,Specialty Coffee Institute of Asia,,"November 2nd, 2016",???? Koju Matsuzawa,Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,0.12,0,0,Green,0.0,"November 2nd, 2017",Specialty Coffee Institute of Asia,m,170.0,170.0,170.0
128,129,rodrigo soto,Costa Rica,panamerican coffee trading,Johanna,15,69 kg,Specialty Coffee Association of Costa Rica,2015,"October 4th, 2016",Rodrigo Soto,Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,0,0,Blue-Green,2.0,"October 4th, 2017",Specialty Coffee Association of Costa Rica,m,1150.0,1150.0,1150.0
129,130,juan luis alvarado romero,Guatemala,"waelti schoenfeld exportadores de cafe, s.a.",JUAN BOCK,120,34 kg,Asociacion Nacional Del CafÃ©,2015,"June 1st, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.75,7.83,7.58,8,7.92,7.75,10.0,10.0,10.0,7.83,84.67,0.1,0,0,Green,1.0,"June 1st, 2017",Asociacion Nacional Del CafÃ©,m,1600.0,1600.0,1600.0
130,131,fabian calderon mora,Costa Rica,coopetarrazÃº.r.l,CoopetarrazÃº,50,1 lbs,Specialty Coffee Association of Costa Rica,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Washed / Wet,8.17,8,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0,Green,0.0,"July 5th, 2016",Specialty Coffee Association of Costa Rica,m,1750.0,1750.0,1750.0
131,132,essencecoffee,Ethiopia,essence coffee,Moplaco,250,30 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,0.1,0,0,,3.0,"May 22nd, 2016",Blossom Valley International,m,1900.0,1900.0,1900.0
132,133,essencecoffee,Costa Rica,essence coffee,Maria Elena Castro,20,69 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,0,0,Green,1.0,"May 22nd, 2016",Blossom Valley International,m,1750.0,1750.0,1750.0
133,134,eric thormaehlen,Costa Rica,coricafe s.a.,CORICAFE BLEND,275,1 kg,Specialty Coffee Association of Costa Rica,2014,"March 5th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,8,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8,84.67,0.11,0,0,Green,4.0,"March 5th, 2015",Specialty Coffee Association of Costa Rica,m,1200.0,1200.0,1200.0
134,135,rob tuttle,Costa Rica,thrive farmers,,1,2 kg,Specialty Coffee Association,2012,"January 3rd, 2014",Rob Tuttle,,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,84.67,0,1,0,Green,10.0,"January 3rd, 2015",Specialty Coffee Association,m,,,
135,136,cqi taiwan icp cqi??????,Taiwan,blossom valley????,Gu yong long ???,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI??????,Typica,Washed / Wet,8,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,0.11,0,0,Green,0.0,"December 26th, 2014",Blossom Valley International,m,1000.0,1000.0,1000.0
136,137,compaÃ±ia colombiana agroindustrial s.a,Colombia,ecom cca sa,,250,70 kg,AlmacafÃ©,2013,"December 20th, 2013",CompaÃ±ia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,0,0,0,Green,0.0,"December 20th, 2014",AlmacafÃ©,m,1550.0,1550.0,1550.0
137,138,dream together,Kenya,dream together inc.,Sasini,235,60 kg,Specialty Coffee Institute of Asia,2012,"September 16th, 2012",Dream Together,SL28,Washed / Wet,7.75,7.92,7.83,8,7.58,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,0,Bluish-Green,0.0,"September 16th, 2013",Specialty Coffee Institute of Asia,m,2000.0,2000.0,2000.0
138,139,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del CafÃ©,2012,"July 17th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,7.67,84.67,0.11,0,0,Green,4.0,"July 17th, 2013",Asociacion Nacional Del CafÃ©,ft,1310.64,1310.64,1310.64
139,140,juan luis alvarado romero,Guatemala,sertrasa,SERTRASA,125,1 kg,Asociacion Nacional Del CafÃ©,2012,"July 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.83,7.67,8,7.67,7.83,10.0,10.0,10.0,8,84.67,0.12,0,0,Green,4.0,"July 3rd, 2013",Asociacion Nacional Del CafÃ©,ft,1524.0,1524.0,1524.0
140,141,organizaciones de productores de cafe colimense,Mexico,organizaciones de productores de cafe colimense sa de cv,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",80,1 kg,AMECAFE,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.13,0,0,,3.0,"July 2nd, 2013",AMECAFE,m,1200.0,1200.0,1200.0
141,142,afca,Uganda,ugacof ltd,,320,60 kg,Africa Fine Coffee Association,2012,"February 13th, 2012",AFCA,Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,0,Blue-Green,3.0,"February 12th, 2013",Africa Fine Coffee Association,m,1700.0,1850.0,1775.0
